,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
339,RT @sarahfelts: “The latest episode of Parenting of the Rich and Connected takes place in the Missouri Legislature” https://t.co/AgNuOoQqPa…,FALSE,0,NA,4/24/2019 19:12,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ScottCharton,3,TRUE,FALSE,NA,NA
340,“The latest episode of Parenting of the Rich and Connected takes place in the Missouri Legislature”… https://t.co/9g8QLTYEEP,FALSE,23,NA,4/24/2019 19:08,TRUE,NA,1.12E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",sarahfelts,3,FALSE,FALSE,NA,NA
341,"""What's that cologne you're wearing?""
""'Guilty Conscious' by L'frat Partay.""
#moleg #TitleIX

Lobbyist’s crusade to… https://t.co/zwD9G9f7fw",FALSE,1,NA,4/24/2019 18:56,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AJWILLIKERS,0,FALSE,FALSE,NA,NA
342,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 18:41,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mjmarantz,21,TRUE,FALSE,NA,NA
343,I enjoy grabbing a handful of my dogs food and putting it in her bowl then eating finger foods without washing my hands,FALSE,3,NA,4/24/2019 18:34,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
344,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 18:26,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Abysswalker55,21,TRUE,FALSE,NA,NA
345,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/24/2019 18:23,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MJRiley210,28,TRUE,FALSE,NA,NA
346,RT @slishcastle: <U+2066>@DeanCollege<U+2069> prez masterfully leads panel discussion on #highereducationact at <U+2066>@NECouncil<U+2069> #NEHighedEd policy conf —wra…,FALSE,0,NA,4/24/2019 18:16,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NECouncil,3,TRUE,FALSE,NA,NA
347,"WTF WUSTL: ""122 rapes were reported on campus from 2013 to 2017. Since 2013, only 7 students have been expelled for… https://t.co/75e0OFsYGn",FALSE,3,NA,4/24/2019 18:15,TRUE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",slsproject,4,FALSE,FALSE,NA,NA
348,<U+2066>@DeanCollege<U+2069> prez masterfully leads panel discussion on #highereducationact at <U+2066>@NECouncil<U+2069> #NEHighedEd policy co… https://t.co/15eXUzvMNO,FALSE,4,NA,4/24/2019 18:13,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",slishcastle,3,FALSE,FALSE,NA,NA
349,@HHRCMe @mainecalling We also found that K 12 schools knew very little about #TitleIX when doing work around the pr… https://t.co/BQWsIehTfb,FALSE,1,HHRCMe,4/24/2019 17:48,TRUE,1.12E+18,1.12E+18,193707837,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",KmSmmns,0,FALSE,FALSE,NA,NA
350,RT @McGlynnMelissa: #DenimDay events at @HW_College happening all day! Room 103 #TitleIX #SexualAssault #HWC #AllAreWelcome #WellnessCenter…,FALSE,0,NA,4/24/2019 17:45,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HW_College,1,TRUE,FALSE,NA,NA
351,"""Magical thinking allows us to believe that the world is safe if we wear the right clothes, walk the right way, go… https://t.co/UMnS8EuwsU",FALSE,2,NA,4/24/2019 17:39,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cinefeminism,0,FALSE,FALSE,NA,NA
352,"revisiting my previous comments... ""The fact that paid guns claimed that the law was designed to protect black men… https://t.co/7KQRIDQnG3",FALSE,1,NA,4/24/2019 17:35,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mollsrb30,0,FALSE,FALSE,NA,NA
353,RT @MOCSAkc: These proposed changes are bad for Missouri--taking discipline decisions out of hands of colleges/universities and could cost…,FALSE,0,NA,4/24/2019 17:29,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sonyal81555,2,TRUE,FALSE,NA,NA
354,"RT @tonymess: Well, this changes things: Expulsion of Missouri lobbyist’s son behind Title IX bills | The Kansas City Star #TitleIX  https:…",FALSE,0,NA,4/24/2019 17:28,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RandomMinutia,38,TRUE,FALSE,NA,NA
355,RT @MOCSAkc: These proposed changes are bad for Missouri--taking discipline decisions out of hands of colleges/universities and could cost…,FALSE,0,NA,4/24/2019 17:23,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JulieDonelon,2,TRUE,FALSE,NA,NA
356,These proposed changes are bad for Missouri--taking discipline decisions out of hands of colleges/universities and… https://t.co/dbZjXmpRdf,FALSE,3,NA,4/24/2019 17:22,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MOCSAkc,2,FALSE,FALSE,NA,NA
357,"RT @anne_k_easton: Think the #VarsityBlues admission scandal is bad? Here's a guy whose son was EXPELLED from college for SEXUAL ASSAULT, n…",FALSE,0,NA,4/24/2019 17:21,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MarjorieH79,1,TRUE,FALSE,NA,NA
358,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 17:20,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",StrandJocelyn,21,TRUE,FALSE,NA,NA
359,RT @cnewf: good to see a case of Republican interference in university policy that skips the policy talk and goes straight for the retaliat…,FALSE,0,NA,4/24/2019 17:18,FALSE,NA,1.12E+18,NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",rybesh,1,TRUE,FALSE,NA,NA
360,RT @GGENYC: 1 in 3 students. On 4/30 join us in asking @NYCSchools and @NYCCouncil to hire 7 additional full-time #TitleIX Coordinators to…,FALSE,0,NA,4/24/2019 17:08,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",scarletponder,3,TRUE,FALSE,NA,NA
361,Think the #VarsityBlues admission scandal is bad? Here's a guy whose son was EXPELLED from college for SEXUAL ASSAU… https://t.co/SqTPFnaY0M,FALSE,0,NA,4/24/2019 17:08,TRUE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",anne_k_easton,1,FALSE,FALSE,NA,NA
362,good to see a case of Republican interference in university policy that skips the policy talk and goes straight for… https://t.co/db66cUkKz0,FALSE,0,NA,4/24/2019 16:57,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cnewf,1,FALSE,FALSE,NA,NA
363,"Meet Lobbyist  Richard McIntosh of Flotron &amp; McIntosh, LLC. in Jefferson City, MO

He is personally using his resou… https://t.co/LvUZxXqKSx",FALSE,3,NA,4/24/2019 16:53,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",educatedadult1,1,FALSE,FALSE,NA,NA
364,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 16:43,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SheWho_Resists,21,TRUE,FALSE,NA,NA
365,"RT @bycrystalthomas: ""The Title IX legislation has gone off “like a bomb” this session, @gcmitts said, as the bills seemed to come out of n…",FALSE,0,NA,4/24/2019 16:32,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WomensMarchMO,10,TRUE,FALSE,NA,NA
366,"RT @UH_EOS: #UH #Coogs, as part of Sexual Assault Awareness Month, tomorrow is Denim Day! And don't forget that @FtBendWomensCtr is in @uhr…",FALSE,0,NA,4/24/2019 16:32,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Su__Ki,2,TRUE,FALSE,NA,NA
367,"RT @Kip_Kendrick: As I've said time and again, #TitleIX bill would create a structure where student with the most money would win appeal pr…",FALSE,0,NA,4/24/2019 16:31,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JEKester_PhD,17,TRUE,FALSE,NA,NA
368,"RT @Kip_Kendrick: As I've said time and again, #TitleIX bill would create a structure where student with the most money would win appeal pr…",FALSE,0,NA,4/24/2019 16:26,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SFofStL,17,TRUE,FALSE,NA,NA
369,RT @T9Mastered: New California Title IX decision gives access to investigator’s notes in some situations and further clarifies cross examin…,FALSE,0,NA,4/24/2019 16:25,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AsheSchow,1,TRUE,FALSE,NA,NA
370,#DenimDay events at @HW_College happening all day! Room 103 #TitleIX #SexualAssault #HWC #AllAreWelcome… https://t.co/iXyAVihSS6,FALSE,2,NA,4/24/2019 16:20,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",McGlynnMelissa,1,FALSE,FALSE,NA,NA
371,@knowyourIX @schemaly ...and so it goes...privilege abounds. #TitleIX,FALSE,1,knowyourIX,4/24/2019 16:20,FALSE,1.12E+18,1.12E+18,1276488199,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SRUwomenscenter,0,FALSE,FALSE,NA,NA
372,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 16:18,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",PhyllisMarion7,21,TRUE,FALSE,NA,NA
373,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 16:16,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NassimBnchabane,17,TRUE,FALSE,NA,NA
374,"Law firm Richards Carrington partner focuses practice on student rights including:
- #Education #law
- #TitleIX inv… https://t.co/iXbPg2euh9",FALSE,0,NA,4/24/2019 16:11,TRUE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",GenlCounNews,0,FALSE,FALSE,NA,NA
375,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 16:01,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rozark,21,TRUE,FALSE,NA,NA
376,New California Title IX decision gives access to investigator’s notes in some situations and further clarifies cros… https://t.co/ECQVV9v6UV,FALSE,2,NA,4/24/2019 15:45,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",T9Mastered,1,FALSE,FALSE,NA,NA
377,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 15:42,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BryanLowry3,17,TRUE,FALSE,NA,NA
378,"RT @tonymess: Well, this changes things: Expulsion of Missouri lobbyist’s son behind Title IX bills | The Kansas City Star #TitleIX  https:…",FALSE,0,NA,4/24/2019 15:41,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JHollander92,38,TRUE,FALSE,NA,NA
379,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 15:31,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iamstu08,17,TRUE,FALSE,NA,NA
380,@dpbrugler @PardonMyTake https://t.co/AYPCPJP609,FALSE,1,dpbrugler,4/24/2019 15:28,FALSE,1.12E+18,1.12E+18,115430404,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
381,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/24/2019 15:28,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ann_bickel,28,TRUE,FALSE,NA,NA
382,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 15:19,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wrap02,21,TRUE,FALSE,NA,NA
383,@barstoolcarl Is that good?,FALSE,0,barstoolcarl,4/24/2019 15:15,FALSE,1.12E+18,1.12E+18,1586637764,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
384,"Trauma-informed #TitleIX investigations presume:

1. a traumatizing event occurred
2. the accuser is traumatized
3.… https://t.co/W9JG2MPnC6",FALSE,1,NA,4/24/2019 15:12,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CobraKaryn,0,FALSE,FALSE,NA,NA
385,"@FtBendWomensCtr's ""What Were You Wearing?"" exhibit is in the @uhrecreation from 10:30-3:30 today-Friday! #uh #saam… https://t.co/B1qbk6ltF1",FALSE,1,FtBendWomensCtr,4/24/2019 15:12,TRUE,NA,1.12E+18,165822573,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UH_EOS,0,FALSE,FALSE,NA,NA
386,"RT @tonymess: Well, this changes things: Expulsion of Missouri lobbyist’s son behind Title IX bills | The Kansas City Star #TitleIX  https:…",FALSE,0,NA,4/24/2019 14:49,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RichardJackoway,38,TRUE,FALSE,NA,NA
387,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:48,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",THJSU12,17,TRUE,FALSE,NA,NA
388,"RT @NYCAASA: If your college tries to pressure you, they are in violation of your Student Rights. There are always additional options avail…",FALSE,0,NA,4/24/2019 14:46,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nastyness61,2,TRUE,FALSE,NA,NA
389,Birds are shitting on my mailbox,FALSE,0,NA,4/24/2019 14:42,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitleIX_lmao,0,FALSE,FALSE,NA,NA
390,"RT @NYCAASA: If your college tries to pressure you, they are in violation of your Student Rights. There are always additional options avail…",FALSE,0,NA,4/24/2019 14:37,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NYSCASA,2,TRUE,FALSE,NA,NA
391,RT @HBCortex: There's lots of buzz about Title IX in Missouri lately. Our attorneys will be presenting on #TitleIX and other issues at Frid…,FALSE,0,NA,4/24/2019 14:31,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NateGEdwards,1,TRUE,FALSE,NA,NA
392,RT @TitleIXtigers: Great to see Clients @avasmith88 and Eilidh Seedhouse (@140468) representing their country last weekend. Big weekend for…,FALSE,0,NA,4/24/2019 14:30,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",140468,3,TRUE,FALSE,NA,NA
393,There's lots of buzz about Title IX in Missouri lately. Our attorneys will be presenting on #TitleIX and other issu… https://t.co/mpdMr5TLRy,FALSE,1,NA,4/24/2019 14:29,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HBCortex,1,FALSE,FALSE,NA,NA
394,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:29,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",malshocker,17,TRUE,FALSE,NA,NA
395,RT @kathyluwho: Nothing to see here. Just a lobbyist dad -- whose son was expelled from college through #TitleIX process -- who started a d…,FALSE,0,NA,4/24/2019 14:26,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",zoubisou62,10,TRUE,FALSE,NA,NA
396,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:24,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MOIndivisible,17,TRUE,FALSE,NA,NA
397,RT @kathyluwho: Nothing to see here. Just a lobbyist dad -- whose son was expelled from college through #TitleIX process -- who started a d…,FALSE,0,NA,4/24/2019 14:22,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FredrickDoss,10,TRUE,FALSE,NA,NA
398,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:21,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jenrjones,17,TRUE,FALSE,NA,NA
399,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:21,FALSE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",kelseylandis,17,TRUE,FALSE,NA,NA
400,"#TitleIX Coordinators not only respond to acts of sexual violence in schools, but they can help prevent them. Join… https://t.co/5MAgOgr8Jo",FALSE,4,NA,4/24/2019 14:19,TRUE,NA,1.12E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",GGENYC,1,FALSE,FALSE,NA,NA
401,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:17,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hollyfletcher,17,TRUE,FALSE,NA,NA
402,RT @kathyluwho: Nothing to see here. Just a lobbyist dad -- whose son was expelled from college through #TitleIX process -- who started a d…,FALSE,0,NA,4/24/2019 14:16,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kip_Kendrick,10,TRUE,FALSE,NA,NA
403,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:13,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kodacohen,17,TRUE,FALSE,NA,NA
404,@sarahkendzior @Amy_Siskind @JaneMayerNYer @AOC - Did you see this? Trying to weaken Title IX protection for campus… https://t.co/4ovX8e4Eqj,FALSE,0,sarahkendzior,4/24/2019 14:13,TRUE,NA,1.12E+18,47475039,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_ChristinaE,0,FALSE,FALSE,NA,NA
405,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 14:12,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lonesometoast,21,TRUE,FALSE,NA,NA
406,"RT @bycrystalthomas: Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admin h…",FALSE,0,NA,4/24/2019 14:08,FALSE,NA,1.12E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",KCStar,17,TRUE,FALSE,NA,NA
407,RT @rmclindsey: Summary: Student expelled from WashU after TitleIX process; lobbyist dad gets legislators to propos… https://t.co/BbAJmL0vMY,FALSE,0,NA,4/24/2019 14:03,TRUE,NA,1.12E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",edmlmd,0,FALSE,FALSE,NA,NA
408,"If your college tries to pressure you, they are in violation of your Student Rights. There are always additional op… https://t.co/ZazhiWSX7H",FALSE,6,NA,4/24/2019 14:02,TRUE,NA,1.12E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NYCAASA,2,FALSE,FALSE,NA,NA
409,Sad that these news stories aren't surprising anymore. #privilege #college #titleix https://t.co/7Q7BaSorMj,FALSE,0,NA,4/24/2019 13:49,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",john_mason_,0,FALSE,FALSE,NA,NA
410,Summary: Student expelled from WashU after TitleIX process; lobbyist dad gets legislators to propose revised statut… https://t.co/8YO8fy3HSk,FALSE,1,rmclindsey,4/24/2019 13:42,TRUE,1.12E+18,1.12E+18,587510224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rmclindsey,0,FALSE,FALSE,NA,NA
411,"The @KCStar reporting on retaliatory #TitleIX legislation before the #MOleg is unblinking. 

Thread from the latest… https://t.co/eFR4kYT0VM",FALSE,1,NA,4/24/2019 13:42,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rmclindsey,0,FALSE,FALSE,NA,NA
412,"RT @tonymess: Well, this changes things: Expulsion of Missouri lobbyist’s son behind Title IX bills | The Kansas City Star #TitleIX  https:…",FALSE,0,NA,4/24/2019 13:39,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",don_schaumburg,38,TRUE,FALSE,NA,NA
413,"RT @JoshWBRichards: 1/ In a detailed and well-researched opinion, an Arkansas federal court this week granted a motion to dismiss a #TitleI…",FALSE,0,NA,4/24/2019 13:21,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReclaimMSU,5,TRUE,FALSE,NA,NA
414,"RT @JoshWBRichards: 1/ In a detailed and well-researched opinion, an Arkansas federal court this week granted a motion to dismiss a #TitleI…",FALSE,0,NA,4/24/2019 13:20,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EdLawDude,5,TRUE,FALSE,NA,NA
415,"RT @JoshWBRichards: 1/ In a detailed and well-researched opinion, an Arkansas federal court this week granted a motion to dismiss a #TitleI…",FALSE,0,NA,4/24/2019 13:18,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",etkeld,5,TRUE,FALSE,NA,NA
416,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/24/2019 13:13,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChelseaKMerta,28,TRUE,FALSE,NA,NA
417,"Expelled Wash U student’s dad, a lobbyist, tried to change #TitleIX in Missouri, which would allow his mom, an admi… https://t.co/l1nhnweow3",FALSE,13,NA,4/24/2019 13:06,TRUE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bycrystalthomas,17,FALSE,FALSE,NA,NA
418,We should be disgusted at #moleg and the attempts to undermine #TitleIX https://t.co/abRWJvovcv,FALSE,4,NA,4/24/2019 13:04,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",samanthaglund,0,FALSE,FALSE,NA,NA
419,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/24/2019 12:59,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",crystalpolicy,28,TRUE,FALSE,NA,NA
420,RT @cmillburg: Must've skipped the Con Law class where we learned about the procedural due process right to have your case appealed to your…,FALSE,0,NA,4/24/2019 12:58,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarahfenske,28,TRUE,FALSE,NA,NA
421,"RT @sarahfelts: The longer I sit with this, the angrier I get. 

It’s already v difficult for many survivors of sexual assault to come forw…",FALSE,0,NA,4/24/2019 12:51,FALSE,NA,1.12E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",policyte,21,TRUE,FALSE,NA,NA
422,RT @kathyluwho: Nothing to see here. Just a lobbyist dad -- whose son was expelled from college through #TitleIX process -- who started a d…,FALSE,0,NA,4/24/2019 12:50,FALSE,NA,1.12E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",colbyklaus,10,TRUE,FALSE,NA,NA
