Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
7/2/2009,8.8,11.6,5,WNW,54,NW,WNW,19,19,88,74,1009.4,1006.8,8,4,8.8,11.4,Yes,Yes
7/3/2009,7.6,12,7.8,W,61,W,WSW,17,22,82,62,1008.6,1009.6,8,1,7.8,11.7,Yes,No
7/4/2009,5.7,13.2,0,WNW,39,WNW,WNW,15,24,91,76,1016.3,1014.9,8,8,7.9,12.6,No,No
7/10/2009,0.1,13.5,0,E,13,NA,SSE,0,9,93,62,1028.7,1023.8,NA,NA,4.8,13.4,No,No
7/16/2009,-0.6,13.4,0,WNW,24,NA,WSW,0,9,95,57,1015.6,1014.5,NA,NA,3.8,12.8,No,No
7/18/2009,-1,12,0,N,20,NA,N,0,11,98,64,1023,1019.5,7,5,3.2,11.2,No,No
7/21/2009,0.8,17.7,0,N,43,ENE,ENE,4,17,87,46,1019.7,1013.4,NA,NA,6.6,17.6,No,No
8/2/2009,7.5,14.1,0.8,NNW,30,SW,NNW,2,17,94,65,1027.9,1024.8,1,6,10.5,13.3,No,No
8/15/2009,2.7,17.5,0.2,NNE,24,SE,NE,7,13,99,57,1021.2,1016.8,8,NA,6.7,17,No,Yes
8/19/2009,1.6,16.4,0,E,17,NE,S,7,7,99,61,1027.7,1022.5,8,1,5.5,15.2,No,No
8/23/2009,5.8,18.9,3.8,NNE,26,ENE,NNE,7,11,94,67,1011.5,1007.1,3,3,10.8,18.2,Yes,Yes
8/29/2009,7.2,17.9,4.2,W,59,NE,W,20,19,81,80,1002.6,996.9,1,8,13,17.5,Yes,Yes
9/5/2009,2.1,15,0,WNW,30,ESE,NW,4,11,81,54,1019.5,1017.9,NA,6,8.6,14.9,No,No
9/7/2009,8.3,17.6,0,W,41,ENE,W,9,30,73,53,1005,1002.7,NA,NA,13.9,16.5,No,No
9/15/2009,1.6,17.2,0,S,20,ESE,S,6,7,68,44,1022.5,1019.1,NA,NA,8.1,16.7,No,No
9/16/2009,2.8,21.1,0,E,17,E,ESE,7,9,74,39,1022.2,1016.8,NA,NA,11.2,20.7,No,No
9/21/2009,3.7,19,0.2,NE,43,ESE,ENE,9,15,73,50,1014.5,1008.2,NA,NA,11.5,18.3,No,Yes
9/28/2009,5.5,17.9,0,W,43,W,W,17,24,79,56,1012.3,1009.9,NA,1,9.2,16.8,No,No
9/29/2009,1.7,17,0,NW,19,E,WNW,6,11,73,49,1015.6,1013.4,NA,NA,9.4,16.2,No,No
10/3/2009,8.5,13.5,3.2,SSE,31,ESE,ESE,17,11,87,75,1014,1015.1,7,7,9.6,13,Yes,Yes
10/9/2009,3.2,18.2,0,SSE,33,ESE,S,11,9,63,39,1027.7,1025.7,NA,NA,11.8,17.8,No,No
10/11/2009,6.4,18.7,0,W,48,SE,NNE,7,17,68,50,1022.6,1016.9,NA,NA,11.3,18.2,No,No
10/13/2009,6.6,17.7,2,N,50,N,NW,17,30,70,71,1001.9,997.6,7,6,10.8,14.8,Yes,Yes
10/15/2009,9.7,15.7,1.4,WNW,50,NW,WSW,15,22,79,84,1008.5,1007.8,8,8,11.1,10.9,Yes,Yes
10/21/2009,8.8,27.1,0,SSE,20,ESE,SSE,7,15,73,44,1018.9,1017.4,NA,NA,15.4,25.3,No,No
10/31/2009,15.6,30.8,0,SSE,20,E,SE,11,11,65,38,1022.3,1019,NA,NA,21.4,30.3,No,No
11/3/2009,18.7,24.3,0,W,46,W,W,24,20,46,39,1009.8,1011.9,NA,NA,24.2,21.9,No,No
11/8/2009,13.5,31.8,0,SSE,28,SE,E,4,9,55,29,1029.1,1024.8,NA,NA,21,30.3,No,No
11/22/2009,18.3,28.3,25.8,NNW,61,NA,W,0,46,98,67,1003.7,1003.5,8,8,19.2,25.6,Yes,No
11/27/2009,15.9,26.2,10.2,N,24,NE,NA,11,0,82,56,1010.7,1008.6,7,5,17.6,24.7,Yes,No
12/7/2009,13.4,31.9,0,W,39,ENE,NW,6,28,47,19,1012.3,1009,NA,NA,21.2,30.6,No,No
12/13/2009,11.8,29.6,0,SW,43,SSE,WSW,2,24,52,27,1017.6,1015,NA,NA,19.5,28.9,No,No
12/22/2009,15.1,36.6,0,WSW,39,ENE,SW,11,19,44,10,1010.9,1007.3,NA,NA,23.1,35.9,No,No
1/1/2010,19.4,31.9,5,NNE,39,NW,WNW,9,9,70,40,1012.2,1008.5,NA,1,23.4,30.9,Yes,Yes
1/5/2010,15,35.8,0,W,46,E,NW,4,17,46,13,1014.9,1011.5,NA,NA,23.3,34.9,No,No
1/9/2010,19.6,39.8,0,W,41,ESE,W,7,22,48,19,1017.2,1013.1,NA,1,26.4,38.6,No,No
1/11/2010,21,42.2,0,NE,30,SE,NNW,11,9,39,15,1013.8,1009.1,NA,NA,29.1,40.9,No,No
1/12/2010,24.5,42.4,0.2,NNW,74,S,NNW,7,33,48,12,1007.7,1003.6,3,NA,29.4,41.1,No,No
1/13/2010,22.6,28.4,0.4,SW,44,WSW,WNW,13,11,56,79,1009.8,1012,NA,8,25.1,19.9,No,Yes
1/16/2010,21.8,36.6,0,W,46,N,W,22,30,50,11,1009.6,1004.1,NA,NA,27.7,36,No,No
1/20/2010,11,32.9,0,W,48,SSE,WNW,2,19,52,15,1011.8,1008.8,NA,NA,18.5,30.7,No,No
1/21/2010,15.4,37.3,0,W,56,SE,WNW,2,22,39,18,1010.7,1008.1,NA,NA,22.4,34.3,No,No
1/25/2010,14.3,35.8,0,WNW,35,E,WSW,6,17,47,8,1011.4,1008.1,NA,NA,22.8,34.7,No,No
1/26/2010,15.1,35.9,0,WSW,39,NA,WSW,0,17,35,10,1010,1008.5,NA,NA,22.9,34.4,No,No
1/28/2010,15.2,34.4,0,NW,35,SE,WNW,2,22,51,8,1008.5,1005.2,NA,NA,23.1,34.1,No,No
1/29/2010,16,35.2,0,SSE,35,SE,NNE,2,7,46,14,1009,1007.7,NA,NA,23.1,33.9,No,No
2/6/2010,19.5,30.3,5.6,SE,43,SE,SE,20,22,55,38,1016.4,1015.7,NA,NA,22.6,30.1,Yes,No
2/12/2010,22.5,29.1,NA,SW,24,NA,NNW,NA,11,81,67,1008.5,1007.8,NA,7,23.4,26.4,NA,No
2/19/2010,16.4,30.3,0,NNE,26,E,WNW,9,9,54,34,1023.6,1019.6,NA,NA,20.8,29.2,No,No
2/28/2010,18.2,29.3,1.4,W,39,NA,W,0,20,84,45,1016.7,1013.6,8,NA,19.9,28.5,Yes,No
3/2/2010,11.2,28.5,NA,SSE,28,SE,ESE,9,15,58,23,1019.3,1015.4,NA,NA,16.6,26.5,NA,No
3/3/2010,12.5,31.2,0,ENE,19,NA,ENE,0,4,61,26,1018.6,1014.2,NA,NA,17.8,28.9,No,No
3/5/2010,NA,22.3,0,NE,37,NE,NE,24,17,74,93,1008.8,1006.6,8,8,20.9,20.1,No,Yes
3/9/2010,15.7,22.4,6.2,NW,46,WNW,WNW,20,17,90,67,1014.4,1015.9,8,8,16.3,19,Yes,No
3/24/2010,10.5,28.8,0,S,22,NA,W,0,6,81,31,1022,1019.5,NA,NA,13.3,26.9,No,No
4/5/2010,10.3,25.3,0,SE,17,SSE,ENE,2,9,76,38,1020.7,1016.3,1,NA,15.5,24.6,No,No
4/7/2010,15.7,23.4,3,N,30,NNE,WNW,17,9,87,69,1012.8,1010.5,8,3,19.2,23.2,Yes,Yes
4/8/2010,13.5,23.1,3.2,NW,46,WNW,WSW,13,20,84,53,1016.7,1015.3,1,1,17.5,23,Yes,No
4/9/2010,10.1,21.9,0,E,22,SE,SSE,4,7,73,55,1016.1,1011.3,NA,2,15.7,21.2,No,No
4/11/2010,14.2,18.7,7,WNW,57,NW,W,17,35,86,43,1010.1,1010.2,8,2,15.9,17.8,Yes,No
4/13/2010,4.6,19.9,0,SW,19,SSW,W,4,11,82,49,1023.8,1021.1,NA,NA,10.1,19.5,No,No
4/14/2010,5.1,21.9,0,SSE,19,E,SSW,9,7,81,49,1023.6,1020.1,NA,NA,12.5,21.6,No,No
4/15/2010,6.1,23.5,0,SE,17,NA,S,0,6,79,40,1022.6,1020.7,NA,NA,13.3,22.4,No,No
4/19/2010,11.2,25.9,0,ESE,17,NA,SSE,0,9,81,46,1025.7,1021.9,2,3,14.6,25.6,No,No
4/29/2010,10.5,17.7,0.4,W,28,WSW,WSW,7,11,79,69,1021.9,1020.4,5,8,14.3,17,No,No
5/11/2010,3,15.6,0,WSW,43,WNW,WSW,9,20,77,47,1012.5,1014.8,NA,NA,10.7,13.2,No,No
5/20/2010,2.1,16.5,0,N,13,NA,WSW,0,4,88,44,1023.8,1020.4,NA,NA,6.8,16.1,No,No
5/25/2010,10.2,14.9,10.4,E,26,E,SSE,7,7,88,99,1008.7,1005,7,7,13.5,12.8,Yes,Yes
5/29/2010,9.4,15,28,N,26,E,SE,9,11,99,89,1005.7,1002.8,8,8,12.1,14,Yes,Yes
5/31/2010,10.7,19.1,0,SSE,48,SSE,SE,19,15,54,48,1015.2,1014.8,NA,NA,15,18.4,No,No
6/1/2010,4.2,16.6,0,SE,13,NA,SE,0,7,89,58,1020.7,1018.5,NA,NA,8.3,16.1,No,No
6/12/2010,0,13.3,0,W,22,NA,S,0,4,95,51,1025.4,1024.3,5,NA,3.3,12.3,No,No
6/13/2010,-1,13.1,0,ESE,11,NNW,SSE,6,9,83,47,1031.8,1030.7,NA,NA,4.1,12,No,No
6/14/2010,-2,13.2,0,ESE,17,NA,E,0,6,85,50,1035.2,1032,NA,6,2.2,12.6,No,No
6/17/2010,7.4,16.2,11.6,W,94,NNW,WNW,30,30,82,65,1010,1010.4,8,NA,13,11,Yes,Yes
6/20/2010,3.6,13.1,0,NW,39,NA,SSW,0,2,98,86,1027.2,1026.7,8,8,7.7,12.7,No,No
6/21/2010,5,12.5,0.4,W,17,S,W,9,9,99,83,1034.5,1033.8,8,NA,7.4,11.8,No,No
6/22/2010,3,14.8,0,SE,15,NA,SE,0,7,94,61,1037.3,1035.2,NA,NA,6.1,14.7,No,No
6/24/2010,3.4,17,0,ENE,24,E,E,4,17,85,56,1030.1,1024.7,3,1,8.3,16.9,No,No
6/28/2010,-0.6,8.3,0,NNW,52,SE,WSW,7,9,99,70,1022.7,1020.3,8,7,2.3,8.2,No,No
7/5/2010,1.8,12.1,0.2,SE,22,SSE,NA,7,0,99,70,1027.5,1022.8,8,3,2.4,11.7,No,Yes
7/8/2010,2.1,14.8,0.4,ESE,13,NA,NE,0,6,99,50,1029.5,1026.6,5,NA,4.1,14.6,No,No
7/18/2010,0.7,12.8,0,ENE,24,NE,N,9,13,96,59,1023.1,1018.7,NA,1,5.2,12.1,No,Yes
7/22/2010,-0.5,13.8,0,SW,19,NA,SW,0,11,89,51,1032.7,1030.7,7,1,4,12.4,No,No
7/31/2010,7.5,12.3,2.2,W,30,WSW,NW,4,19,100,85,1013.7,1015.6,8,8,11.1,11.6,Yes,Yes
8/2/2010,5.4,14.7,18.6,W,39,W,WSW,15,19,85,56,1019.5,1018.7,4,8,7.8,13.7,Yes,No
8/6/2010,0.7,12.6,0.2,NW,22,SE,WNW,6,13,99,59,1024.5,1022.8,8,1,3.2,12.2,No,No
8/29/2010,1.9,15.2,0,WSW,15,W,NW,2,6,85,57,1029.6,1027.2,5,7,7.1,14.1,No,No
9/1/2010,7.1,15.1,0,NW,17,SSW,SW,7,6,86,71,1015.8,1014.9,7,8,11.2,14.2,No,No
9/8/2010,1.7,15.9,0,NNE,24,ESE,ENE,7,13,74,51,1026.9,1022.6,NA,7,8.8,14.6,No,No
9/15/2010,5.5,13.6,0,WSW,43,W,WNW,20,24,68,58,1015.2,1015.6,NA,7,9.5,13.4,No,No
9/20/2010,2.8,18.7,0,W,24,SSE,W,6,9,79,54,1026.1,1023.3,NA,NA,10,18.6,No,No
9/27/2010,6.5,20,0,WNW,43,NW,WNW,4,22,83,50,1014.1,1011.2,NA,NA,11.9,19,No,No
9/30/2010,-0.1,14.6,0,NNW,28,E,WNW,9,17,59,45,1026.3,1023.7,NA,NA,9.5,14,No,No
10/15/2010,13.8,18.6,22.2,WNW,63,NNW,NE,28,4,93,90,989.8,982.9,8,8,18.5,17.1,Yes,Yes
10/27/2010,10.2,22.3,1.6,WNW,35,S,W,11,17,81,46,1016.2,1015.4,NA,2,15.6,21.6,Yes,No
11/2/2010,7.1,20.3,0,SW,44,WSW,WSW,11,24,73,51,1016.3,1014.7,NA,8,12.1,20.2,No,No
11/4/2010,10.1,18.8,0,SSE,33,SE,E,13,15,61,48,1020.8,1019,8,5,13.3,18.2,No,No
11/12/2010,17.5,31.3,0,NNE,41,NE,NE,20,26,60,41,1012.5,1008.7,1,NA,24.4,30.4,No,No
11/13/2010,21.1,26.9,0,ENE,61,E,ENE,13,24,63,78,1012.1,1011,7,3,24.4,24.8,No,Yes
11/30/2010,14.4,23.3,1.6,SE,35,SE,NE,22,13,69,81,1015,1014.3,NA,NA,17.4,19.5,Yes,Yes
12/18/2010,14,20.8,1,WNW,76,NNW,W,19,35,64,52,1002.4,1002.8,NA,7,16.9,18.7,No,Yes
12/26/2010,17.5,30,1,SW,43,E,W,6,30,75,35,1005.4,1000.5,2,NA,22.2,28.4,No,No
12/27/2010,11.3,22.2,0,W,57,W,W,13,31,57,38,1006.7,1007.1,NA,NA,16.3,22,No,No
12/30/2010,14.8,34,0,SW,41,ESE,WSW,9,24,55,25,1015.8,1013.3,NA,NA,21.7,33.5,No,No
1/11/2011,21.6,26.4,1.4,NE,37,SE,NNE,13,15,81,87,1011.7,1009.4,8,8,22.5,23,Yes,Yes
1/16/2011,18.5,33.7,0,WSW,31,S,NW,2,13,71,46,1009.7,1005.1,NA,NA,23.8,32.6,No,No
1/17/2011,19.8,26.9,0,WSW,48,WNW,W,19,24,70,36,1004.4,1003.3,NA,NA,21.6,26.5,No,No
1/21/2011,17.8,32.5,0,N,37,SE,NNW,9,6,60,40,1012.4,1009.9,NA,NA,24.9,32,No,No
1/26/2011,21.1,34.4,0,SW,39,S,SSW,9,20,63,40,1008.2,1009.6,NA,NA,25.1,33.4,No,No
1/27/2011,14.3,31.6,0,WSW,39,NA,WSW,0,19,60,30,1014.5,1013.7,NA,NA,19.8,29.5,No,No
2/1/2011,20.5,39.8,0,NW,61,E,NW,6,28,57,16,1009,1005.2,NA,NA,27.2,38.8,No,No
2/14/2011,14.5,29.2,0,ENE,20,E,E,6,9,57,45,1022.2,1019.9,NA,NA,19.4,27.6,No,No
2/26/2011,15.6,30.9,0,W,33,SSE,N,6,7,70,36,1011.3,1008.6,NA,NA,19.6,30.2,No,No
3/5/2011,11.5,25,0,SE,30,SSE,E,19,13,58,30,1020.6,1019.4,NA,NA,15.6,24.9,No,No
3/6/2011,9.6,25.3,0,E,22,NA,S,0,9,68,38,1025.8,1022.8,NA,NA,15,23.6,No,No
3/9/2011,16.8,27,0,NNE,30,NA,NNW,0,15,61,57,1014.8,1013,2,NA,22.3,23.9,No,Yes
3/15/2011,16.3,28.4,0.2,E,24,SE,NE,7,11,81,56,1020.3,1017,NA,NA,19.4,26.6,No,No
3/17/2011,12.1,25.9,0.2,WNW,22,SSW,SSE,7,7,84,51,1018.7,1016,7,NA,15.4,24.6,No,No
3/18/2011,12.8,26.3,0,SE,20,SSE,SSE,9,11,77,47,1015.4,1012.4,1,1,16.2,25.2,No,No
3/19/2011,13.3,27.4,0,NNE,24,SSE,ENE,13,15,74,43,1013.9,1010.6,NA,5,17.4,26.7,No,No
3/23/2011,16.3,20.1,0,W,37,NNW,WNW,15,22,76,63,1005.7,1005.3,8,8,16.4,18.4,No,Yes
3/24/2011,13.9,22,8,WNW,44,NNW,WNW,13,19,90,64,1003.7,1003.8,8,3,15.7,20.7,Yes,No
3/26/2011,9.6,24.2,0,SSE,26,NNW,SE,2,4,67,43,1020.8,1019.7,NA,NA,15.1,22.7,No,No
3/27/2011,9.8,23,0,S,19,NA,S,0,7,69,47,1025.3,1023.6,NA,1,13.9,22.4,No,No
3/29/2011,11.5,25.7,0,NE,26,NA,ENE,0,11,86,52,1024,1020.2,8,8,14.8,24.3,No,No
5/2/2011,12.3,22.3,0,WNW,24,NA,SSW,0,7,90,57,1016.5,1014.3,NA,8,13.9,19.4,No,No
5/3/2011,9,21.9,0,SSE,28,NA,NA,0,0,74,46,1016.6,1014.5,5,1,14.6,21.6,No,No
5/7/2011,3.4,15.9,0,SE,17,NA,ESE,0,9,96,57,1020.7,1016,7,NA,6.2,15.7,No,No
5/22/2011,5.8,22,0,ENE,46,NA,NE,0,20,94,53,1017,1009.3,6,6,10.2,20.4,No,Yes
5/26/2011,1.3,14.9,0,WSW,26,NA,WSW,0,20,75,52,1020.5,1018.6,NA,NA,6.6,13.6,No,No
6/8/2011,1.5,10.2,2.6,WNW,37,WNW,W,13,22,89,63,1019.2,1017.3,8,8,3,9.7,Yes,No
6/10/2011,-1.1,14,0,SSE,20,NA,SSE,0,13,85,46,1021.3,1021.7,NA,NA,4.3,13.9,No,No
6/19/2011,3.3,11.8,0,NW,20,NA,NNE,0,7,99,92,1017.7,1015.2,8,8,7.6,11.4,No,Yes
6/22/2011,5.9,11.1,0.6,NW,43,WNW,NW,19,19,93,69,1013.3,1013.6,8,8,6.3,10.4,No,Yes
6/23/2011,6.2,14.2,3.4,W,43,W,W,19,17,85,70,1020.2,1020.9,8,NA,11,13.3,Yes,No
7/6/2011,7,10.8,1.2,NW,61,NW,NNW,17,19,94,87,1010.8,1007.7,8,8,7.9,10,Yes,Yes
7/8/2011,-0.5,8.3,0,WNW,28,NA,W,0,15,93,64,1026,1024.7,NA,8,4.3,8,No,Yes
7/12/2011,5.7,10.5,0,NW,28,NA,NW,0,19,83,64,1025.4,1023.4,8,7,7.7,9.8,No,No
7/13/2011,7.1,9.8,0,W,30,WNW,WNW,15,17,91,88,1021.6,1020.1,7,NA,7.2,8.7,No,Yes
7/23/2011,0.1,14.6,0,W,19,NA,W,0,11,72,45,1024.7,1021.6,NA,NA,5.8,14.3,No,No
7/27/2011,0.5,14.5,0,NNW,15,NA,NW,0,7,99,49,1030.1,1028.8,NA,NA,4.3,14.2,No,No
8/4/2011,7.1,22.9,0,NNE,35,ESE,N,7,24,64,37,1024,1021.4,NA,NA,14.7,22.7,No,No
8/8/2011,7.1,12.3,8.2,WSW,24,S,W,6,13,95,76,1011.9,1009.5,7,NA,7.6,9.7,Yes,Yes
8/19/2011,6.9,19.3,0.8,SE,28,SSE,SE,11,19,88,49,1021,1020.7,NA,NA,8.2,19.1,No,No
8/21/2011,2.1,18,0,SW,20,ESE,SW,6,11,79,46,1037.3,1034.6,NA,NA,8.9,17.4,No,No
8/22/2011,1.8,17.7,0,WSW,22,NNE,NW,6,7,79,47,1039.9,1036,NA,NA,8.8,17.1,No,No
8/24/2011,2.4,17.5,0,ENE,17,ESE,SE,11,6,99,56,1031.4,1026.7,NA,NA,6.6,16.8,No,No
8/25/2011,2.5,20.7,0,N,31,SSE,N,7,19,99,48,1025.6,1020.6,NA,NA,7.2,20.2,No,No
8/27/2011,0.8,16.8,0,WSW,31,ESE,W,2,17,71,42,1023.7,1019.9,NA,NA,8.2,16.4,No,No
8/28/2011,0.4,16.2,0,WSW,24,NA,WNW,0,7,72,44,1022.8,1018.7,NA,2,7.3,15.8,No,No
9/5/2011,4.8,21.4,3.2,N,31,NA,NNE,0,22,86,52,1024.5,1020.2,4,NA,10.8,20.7,Yes,Yes
9/16/2011,4.4,20.8,0,WSW,24,SSE,S,6,7,78,50,1017.8,1013.9,NA,3,9.8,19.3,No,No
9/21/2011,1.7,18.2,3.6,W,30,NA,WNW,0,17,99,53,1022.6,1020.3,8,5,7.8,18,Yes,No
9/23/2011,10,18.4,0,W,35,W,WNW,17,22,65,39,1017.9,1018.1,NA,NA,14.5,17.8,No,No
9/24/2011,1.9,18.3,0,SE,37,ESE,NW,11,11,69,39,1020.3,1016.3,NA,NA,11.8,17.9,No,No
9/26/2011,3.1,19.6,0,ENE,20,ESE,NNE,6,9,65,37,1025,1019.7,NA,NA,11.7,19,No,No
10/2/2011,4.2,17.6,5.8,SSE,35,S,S,13,17,69,47,1018.4,1018.1,NA,NA,11.3,14.8,Yes,No
10/7/2011,11.1,21.4,4.2,W,41,S,WSW,7,7,88,53,1013.2,1010.1,NA,NA,13.3,19.9,Yes,No
10/9/2011,10.7,18.6,0,WSW,46,W,WNW,13,28,89,57,1010.1,1007.4,8,5,12.6,18.4,No,Yes
10/19/2011,5.7,25.7,0,WSW,20,SSE,SSE,4,11,63,42,1030.1,1026.1,NA,NA,14.1,24.9,No,No
11/1/2011,9.3,24.8,0,WSW,41,ESE,WNW,9,15,62,39,1019.8,1015.2,NA,NA,15.7,23.4,No,No
11/2/2011,11.4,22.2,0,W,46,W,WSW,11,28,64,51,1013.9,1011.1,NA,NA,14.9,21.2,No,No
11/6/2011,13.8,32.9,0,NW,50,ESE,NNW,7,15,63,44,1011.2,1006.4,NA,7,21.7,27.1,No,Yes
11/10/2011,13.9,22.8,34.8,W,61,WNW,W,24,22,87,38,1011.7,1015.5,8,1,15.9,21.6,Yes,No
11/19/2011,19.9,29.6,0,WSW,33,SSE,SSE,13,19,72,62,1013.4,1008.4,8,7,21.9,26.5,No,No
11/20/2011,17.4,22.8,0,W,44,WNW,WNW,28,24,92,44,1011.4,1013.6,8,NA,17.5,20.7,No,No
11/23/2011,10,24.4,0,SE,37,SE,SE,19,17,53,30,1017.9,1017.3,NA,NA,17.5,23.5,No,No
11/25/2011,15,20,11,NA,NA,SSE,NA,11,NA,99,NA,1020.1,NA,8,NA,15,NA,Yes,Yes
11/27/2011,15,27,14,NA,NA,W,NA,15,NA,76,NA,1009.4,NA,7,NA,16.6,NA,Yes,No
12/3/2011,10.2,27.1,0,W,24,NNE,WNW,9,7,53,34,1019.2,1014.8,NA,3,18,25.3,No,No
12/7/2011,12.6,26.6,0,W,28,NNE,SSW,17,13,49,38,1014.9,1010.4,NA,NA,18.3,25.2,No,No
